ticker_q,sql
AMH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMH' AND dlycaldt IN ('2019-06-04', '2019-06-24', '2022-03-29');"
AMJ,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMJ' AND dlycaldt IN ('2021-09-14', '2019-07-08');"
AMKBY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMKBY' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
AMN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMN' AND dlycaldt IN ('2020-07-22', '2020-09-02', '2020-09-02', '2020-09-02', '2020-09-02', '2020-09-02', '2020-09-02', '2020-09-02', '2020-09-02', '2020-09-02', '2020-08-31', '2020-11-09', '2020-11-09');"
AMP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMP' AND dlycaldt IN ('2020-04-09', '2020-04-08', '2020-07-27');"
AMRC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMRC' AND dlycaldt IN ('2021-06-17', '2020-12-29', '2020-12-22', '2021-02-05', '2020-10-16', '2020-11-10', '2020-12-18', '2020-12-29', '2021-01-07', '2021-01-08', '2021-03-09', '2020-11-10', '2021-05-26');"
AMT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMT' AND dlycaldt IN ('2021-02-16', '2020-12-10', '2021-08-09', '2021-04-12', '2022-06-06', '2019-12-31', '2021-03-05', '2020-06-19', '2021-12-09', '2022-05-27', '2020-08-07', '2020-07-28', '2022-06-15', '2022-02-25', '2020-04-09', '2020-11-25');"
AMTD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMTD' AND dlycaldt IN ('2020-03-18', '2020-10-06', '2020-06-16', '2020-04-28', '2020-04-30');"
AMTX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMTX' AND dlycaldt IN ('2021-03-04', '2021-03-04', '2021-03-04', '2021-03-04', '2021-04-12', '2021-04-12');"
AMZA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMZA' AND dlycaldt IN ('2021-07-01', '2020-05-26');"
AMZN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AMZN' AND dlycaldt IN ('2021-02-02', '2020-03-27', '2019-04-29', '2019-12-23', '2019-08-02', '2020-03-04', '2021-02-16', '2020-10-09', '2022-05-13', '2020-03-17', '2020-04-27', '2020-09-23', '2021-01-28', '2020-02-26', '2020-03-26', '2020-04-15', '2020-04-15', '2020-11-19', '2022-06-28', '2020-05-01', '2021-10-04', '2021-10-15', '2022-06-16', '2021-05-04', '2020-10-29', '2020-01-10', '2020-02-19', '2021-06-10', '2021-08-20', '2021-06-10', '2021-08-20', '2021-06-10', '2020-02-20', '2020-03-17', '2020-07-14', '2021-03-08', '2021-03-31', '2021-06-22', '2020-07-01', '2021-09-24', '2021-08-18', '2021-03-05', '2020-03-12', '2021-02-05', '2021-02-05', '2020-01-16', '2020-01-16', '2020-01-16', '2020-03-16', '2020-03-16', '2020-06-29', '2020-05-28', '2020-11-19', '2020-11-19', '2022-06-07', '2020-01-15', '2021-02-25', '2021-03-04', '2021-02-24', '2021-03-04', '2021-03-26', '2021-05-03', '2021-05-03', '2020-09-03', '2020-09-03', '2020-12-31', '2019-12-31', '2022-03-04', '2020-04-06', '2020-07-10', '2020-07-27', '2022-08-10', '2021-10-29', '2022-06-14', '2022-06-14', '2020-01-31', '2020-10-21', '2021-07-30', '2020-11-18', '2021-10-19', '2022-02-28', '2021-01-20', '2021-01-20', '2022-05-27', '2021-04-12', '2020-08-11', '2021-05-21', '2021-05-21', '2021-05-26', '2021-06-24', '2021-05-21', '2022-07-15', '2021-03-18', '2020-08-07', '2020-11-20', '2020-05-26', '2020-06-02', '2021-09-30', '2022-02-07', '2020-05-19', '2020-04-02', '2021-05-05', '2020-04-09', '2020-05-18', '2020-04-21');"
ANET,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ANET' AND dlycaldt IN ('2020-08-10', '2020-08-07', '2020-04-13');"
ANIK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ANIK' AND dlycaldt IN ('2020-02-27', '2020-02-28', '2019-10-29', '2020-01-28', '2019-07-29', '2019-08-01');"
ANPDF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ANPDF' AND dlycaldt IN ('2022-08-24');
ANSS,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ANSS' AND dlycaldt IN ('2020-10-13');
ANTM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ANTM' AND dlycaldt IN ('2020-08-20', '2020-03-27', '2021-02-16', '2021-04-09', '2020-03-18', '2020-01-09', '2021-06-22', '2022-05-23', '2022-05-23', '2022-05-23', '2019-12-31', '2021-12-27', '2020-10-16', '2020-08-07', '2022-01-14', '2020-04-30', '2022-03-09', '2020-03-23');"
ANWPX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ANWPX' AND dlycaldt IN ('2021-06-03');
ANY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ANY' AND dlycaldt IN ('2020-09-04');
ANZBY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ANZBY' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
AOBC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AOBC' AND dlycaldt IN ('2019-01-23');
AON,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AON' AND dlycaldt IN ('2021-02-16', '2020-02-18', '2020-09-04', '2020-04-02', '2021-02-16', '2022-01-31', '2021-12-14', '2021-08-09', '2021-04-30', '2021-09-01', '2022-04-04', '2020-06-16', '2021-12-23', '2021-10-06', '2021-09-02', '2020-04-01');"
AOS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AOS' AND dlycaldt IN ('2022-02-07', '2020-02-28', '2019-02-20', '2019-03-06', '2019-06-24');"
AOSL,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AOSL' AND dlycaldt IN ('2021-02-16');
APA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APA' AND dlycaldt IN ('2022-08-03');
APC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APC' AND dlycaldt IN ('2019-02-15', '2019-06-24');"
APCD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APCD' AND dlycaldt IN ('2021-08-11', '2021-08-23', '2021-02-05');"
APD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APD' AND dlycaldt IN ('2021-01-15', '2021-01-15', '2022-03-10', '2021-02-09', '2021-01-28', '2021-01-20', '2020-02-05', '2020-02-04', '2020-02-03', '2021-12-06', '2021-12-28', '2020-05-29', '2022-03-10', '2022-03-14', '2022-03-08', '2020-02-20', '2021-10-22', '2021-10-22', '2021-12-14', '2020-07-01', '2020-06-20', '2022-03-15', '2020-03-09', '2020-03-09', '2021-02-16', '2022-04-19', '2020-11-25');"
APEN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APEN' AND dlycaldt IN ('2020-10-30');
APH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APH' AND dlycaldt IN ('2020-03-17', '2020-11-13', '2019-12-18');"
APHA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APHA' AND dlycaldt IN ('2021-02-18', '2021-02-18', '2020-11-05');"
APLE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APLE' AND dlycaldt IN ('2019-06-24', '2019-03-19', '2019-02-20');"
APNHY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APNHY' AND dlycaldt IN ('2019-06-24');
APO,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APO' AND dlycaldt IN ('2020-03-02');
APPAD,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APPAD' AND dlycaldt IN ('2020-12-30', '2021-05-18');"
APPL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APPL' AND dlycaldt IN ('2020-06-26', '2021-03-04', '2021-03-09', '2021-03-08', '2021-03-31', '2020-09-10', '2020-11-19', '2020-11-19', '2020-01-02');"
APTV,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='APTV' AND dlycaldt IN ('2021-01-13', '2020-12-11', '2020-10-19', '2020-10-07', '2022-04-04');"
AQB,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AQB' AND dlycaldt IN ('2021-06-29');
AQUA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AQUA' AND dlycaldt IN ('2020-03-06', '2021-02-18', '2021-09-24', '2020-02-11', '2020-02-10');"
AR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AR' AND dlycaldt IN ('2022-04-11', '2022-07-18');"
ARCB,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARCB' AND dlycaldt IN ('2021-11-26');
ARCC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARCC' AND dlycaldt IN ('2020-01-15', '2020-03-23', '2021-04-20', '2021-09-02');"
ARE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARE' AND dlycaldt IN ('2020-02-20', '2022-07-28', '2020-07-27');"
ARI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARI' AND dlycaldt IN ('2019-01-09', '2019-06-24');"
ARKG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARKG' AND dlycaldt IN ('2021-11-02', '2020-10-29', '2022-03-25', '2022-03-25');"
ARKK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARKK' AND dlycaldt IN ('2020-10-14', '2022-03-30', '2021-06-18');"
ARLP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARLP' AND dlycaldt IN ('2022-07-22', '2022-07-28');"
ARMK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARMK' AND dlycaldt IN ('2020-04-27', '2020-04-07', '2021-03-17', '2020-08-04');"
ARNA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARNA' AND dlycaldt IN ('2021-02-12', '2020-11-05');"
ARNC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARNC' AND dlycaldt IN ('2020-12-18', '2020-04-01');"
AROC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AROC' AND dlycaldt IN ('2020-07-02', '2020-06-11');"
AROW,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AROW' AND dlycaldt IN ('2020-01-13');
ARQT,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARQT' AND dlycaldt IN ('2022-06-15');
ARR,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARR' AND dlycaldt IN ('2019-06-04');
ARW,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ARW' AND dlycaldt IN ('2021-01-04');
ASB,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ASB' AND dlycaldt IN ('2022-06-16');
ASBC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ASBC' AND dlycaldt IN ('2022-07-18');
ASGN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ASGN' AND dlycaldt IN ('2020-04-24', '2020-04-27');"
ASMB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ASMB' AND dlycaldt IN ('2020-12-28', '2021-01-04');"
ASML,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ASML' AND dlycaldt IN ('2022-01-26', '2022-03-03', '2021-01-20', '2020-11-13', '2022-08-25', '2020-07-10', '2021-03-15', '2021-03-22', '2021-02-19', '2022-02-28', '2020-06-24', '2022-05-27', '2021-09-30', '2021-01-11', '2022-06-10', '2021-06-17', '2020-08-14', '2022-04-29');"
ASXC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ASXC' AND dlycaldt IN ('2021-06-25', '2021-12-20');"
ATASY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ATASY' AND dlycaldt IN ('2020-03-19', '2020-03-18', '2020-11-13');"
ATH,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ATH' AND dlycaldt IN ('2021-02-16');
ATHA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ATHA' AND dlycaldt IN ('2022-07-18');
ATLKY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ATLKY' AND dlycaldt IN ('2021-02-17', '2020-01-03', '2020-01-13', '2019-06-24', '2020-08-04');"
ATO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ATO' AND dlycaldt IN ('2020-09-23', '2021-01-13', '2021-01-28', '2020-01-13', '2020-04-02');"
ATRC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ATRC' AND dlycaldt IN ('2021-06-08', '2020-02-21', '2020-03-31', '2020-04-30');"
ATVI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ATVI' AND dlycaldt IN ('2021-11-08', '2020-08-25', '2020-08-20', '2021-08-06', '2020-03-27', '2021-02-16', '2020-03-12', '2020-03-13', '2021-12-06', '2021-12-06', '2022-02-08', '2022-02-08', '2020-09-15', '2019-12-03', '2020-01-21', '2020-01-24', '2022-02-10', '2022-02-10', '2020-05-13', '2022-01-18', '2020-09-04', '2020-09-04');"
AUY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AUY' AND dlycaldt IN ('2021-01-11');
AVB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVB' AND dlycaldt IN ('2021-04-09', '2020-02-20', '2020-04-02');"
AVGO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVGO' AND dlycaldt IN ('2021-02-16', '2020-11-19', '2020-11-19', '2021-04-22', '2021-09-16', '2021-09-16', '2021-03-05', '2019-05-22', '2019-06-04', '2019-06-24', '2021-02-05', '2021-02-16', '2022-01-03', '2022-04-08');"
AVLR,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVLR' AND dlycaldt IN ('2020-09-24');
AVNS,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVNS' AND dlycaldt IN ('2020-03-17');
AVNT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVNT' AND dlycaldt IN ('2022-06-21', '2020-07-30');"
AVT,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVT' AND dlycaldt IN ('2020-03-20');
AVTR,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVTR' AND dlycaldt IN ('2020-04-03');
AVVIY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVVIY' AND dlycaldt IN ('2020-03-18');
AVY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVY' AND dlycaldt IN ('2020-11-18', '2020-11-18', '2022-04-25', '2021-03-12', '2021-03-12', '2019-06-24', '2019-02-06', '2019-03-06', '2019-03-19', '2020-11-16');"
AVYA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AVYA' AND dlycaldt IN ('2021-09-15', '2021-09-14', '2020-11-23');"
AWI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AWI' AND dlycaldt IN ('2021-03-17', '2021-03-17', '2019-06-24');"
AWK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AWK' AND dlycaldt IN ('2021-02-16', '2020-03-02', '2020-03-23', '2021-09-30');"
AXGN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AXGN' AND dlycaldt IN ('2019-04-16', '2019-06-24');"
AXHE,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AXHE' AND dlycaldt IN ('2022-01-27');
AXP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AXP' AND dlycaldt IN ('2021-12-01', '2020-03-27', '2021-12-03', '2020-08-10', '2022-03-17', '2020-06-24', '2021-11-10', '2020-10-28', '2020-10-01', '2020-09-30', '2021-01-13', '2022-06-22', '2021-04-30', '2021-03-26', '2021-03-04', '2021-02-24', '2021-02-25', '2020-10-16', '2021-11-17', '2020-03-26', '2021-01-13', '2021-02-24', '2021-02-17', '2022-01-21', '2022-03-09', '2019-12-23');"
AXSM,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AXSM' AND dlycaldt IN ('2022-06-16');
AXTA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AXTA' AND dlycaldt IN ('2021-02-24');
AXTE,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AXTE' AND dlycaldt IN ('2022-01-27');
AY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AY' AND dlycaldt IN ('2021-06-04', '2021-06-04', '2021-09-16');"
AYI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AYI' AND dlycaldt IN ('2019-04-16', '2019-04-03', '2020-04-29');"
AZEK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AZEK' AND dlycaldt IN ('2021-01-22', '2021-01-28', '2020-12-16');"
AZN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AZN' AND dlycaldt IN ('2021-04-09', '2021-12-01', '2021-02-22', '2021-02-22', '2021-02-22', '2021-07-21', '2020-01-15', '2020-12-01');"
AZO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AZO' AND dlycaldt IN ('2020-05-08', '2021-11-10', '2022-06-28', '2021-01-20', '2020-12-30', '2020-12-30', '2020-12-30', '2020-04-17', '2022-08-12', '2020-11-19', '2020-11-25', '2020-11-19', '2020-11-25', '2021-03-17', '2020-06-09', '2021-05-28', '2019-12-18');"
AZSEY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AZSEY' AND dlycaldt IN ('2022-03-10', '2019-06-24', '2019-02-15', '2019-04-05');"
AZTA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AZTA' AND dlycaldt IN ('2021-12-15', '2021-12-03');"
AlGM,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='AlGM' AND dlycaldt IN ('2021-02-12');
BA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BA' AND dlycaldt IN ('2021-02-16', '2022-03-04', '2020-02-07', '2020-03-05', '2020-01-22', '2020-03-31', '2020-03-25', '2020-01-07', '2020-01-21', '2020-03-18', '2020-08-10', '2020-11-13', '2021-10-04', '2020-04-17', '2020-03-05', '2020-03-27', '2020-11-19', '2020-11-12', '2022-06-15', '2022-06-15', '2020-06-03', '2020-06-05', '2021-04-14', '2021-03-17', '2020-10-16', '2021-07-19', '2019-03-05', '2018-04-17', '2021-01-29', '2021-12-22', '2021-01-25', '2021-05-24', '2022-01-20', '2020-04-09', '2020-04-29', '2020-04-09', '2020-04-02');"
BABA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BABA' AND dlycaldt IN ('2021-02-17', '2021-08-27', '2021-08-27', '2021-08-17', '2020-08-06', '2020-08-06', '2021-02-16', '2021-02-23', '2021-02-25', '2021-02-03', '2021-11-08', '2021-01-28', '2021-01-13', '2021-01-06', '2021-03-03', '2021-12-08', '2020-03-16', '2021-06-14', '2021-07-07', '2020-02-20', '2021-03-31', '2020-05-12', '2019-04-10', '2020-06-23', '2020-01-17', '2020-02-04', '2019-12-06', '2020-02-04', '2020-11-19', '2021-02-22', '2021-05-22', '2021-02-24', '2021-02-25', '2021-03-04', '2021-03-26', '2021-05-11', '2020-12-31', '2020-12-23', '2021-11-19', '2020-05-22', '2020-05-12', '2020-05-04', '2020-09-25', '2020-10-09', '2022-01-07', '2020-11-30', '2020-11-09', '2021-01-22', '2021-01-22', '2020-11-11', '2021-09-15', '2021-10-18', '2021-05-11', '2022-02-07', '2022-02-11', '2022-02-11', '2020-12-24', '2020-12-28', '2020-12-28', '2021-03-31', '2019-12-03', '2019-12-05', '2020-01-02', '2020-01-13', '2020-01-17', '2020-07-06', '2020-07-08', '2020-07-08', '2020-06-09', '2021-05-24', '2020-05-08');"
BAC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAC' AND dlycaldt IN ('2020-03-27', '2021-02-16', '2020-02-25', '2021-03-31', '2020-03-31', '2022-02-24', '2022-03-14', '2020-10-28', '2021-04-23', '2020-02-20', '2020-03-23', '2021-01-04', '2020-01-09', '2021-06-22', '2020-03-10', '2021-02-23', '2020-06-29', '2020-11-17', '2020-11-12', '2021-04-30', '2021-03-26', '2021-03-04', '2021-02-24', '2021-02-25', '2021-03-05', '2022-01-27', '2019-02-22', '2021-02-11', '2021-02-11', '2020-06-19', '2021-07-19', '2020-04-29', '2020-04-02');"
BAC$K,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAC$K' AND dlycaldt IN ('2020-08-07', '2020-08-07', '2020-05-26');"
BAESY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAESY' AND dlycaldt IN ('2021-02-23', '2020-04-29');"
BAFWX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAFWX' AND dlycaldt IN ('2022-02-17', '2021-06-14', '2021-09-22', '2021-09-14', '2021-09-07');"
BAH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAH' AND dlycaldt IN ('2020-03-06', '2021-08-20', '2021-09-24', '2020-03-27', '2021-02-18');"
BALY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BALY' AND dlycaldt IN ('2021-03-05', '2021-02-25');"
BAM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAM' AND dlycaldt IN ('2021-06-04', '2022-04-05');"
BAMXY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAMXY' AND dlycaldt IN ('2019-06-24');
BAND,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAND' AND dlycaldt IN ('2020-09-08');
BASFY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BASFY' AND dlycaldt IN ('2020-11-13');
BAT-USD,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAT-USD' AND dlycaldt IN ('2021-05-12');
BATRA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BATRA' AND dlycaldt IN ('2020-09-01');
BAX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAX' AND dlycaldt IN ('2021-02-16', '2021-10-29', '2020-09-23', '2022-06-16', '2020-01-29', '2022-07-15', '2020-02-28', '2021-03-17', '2021-04-14', '2020-12-18', '2020-05-27', '2020-04-02');"
BAYRY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BAYRY' AND dlycaldt IN ('2019-02-15', '2019-04-11', '2020-11-13');"
BBBY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBBY' AND dlycaldt IN ('2020-02-27');
BBCA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBCA' AND dlycaldt IN ('2022-05-10');
BBCBX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBCBX' AND dlycaldt IN ('2021-03-25');
BBGLX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBGLX' AND dlycaldt IN ('2021-04-19', '2022-03-30');"
BBGSX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBGSX' AND dlycaldt IN ('2022-03-30');
BBH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBH' AND dlycaldt IN ('2022-03-04', '2022-01-28', '2021-10-20', '2021-12-22');"
BBNTX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBNTX' AND dlycaldt IN ('2020-10-21', '2020-10-21');"
BBTBX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBTBX' AND dlycaldt IN ('2021-03-16', '2021-03-25');"
BBVA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBVA' AND dlycaldt IN ('2021-02-17', '2021-01-28', '2020-01-10', '2020-10-16', '2020-01-03', '2019-12-10', '2020-01-13', '2019-06-24', '2019-04-05', '2020-11-13', '2020-09-15');"
BBVLX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBVLX' AND dlycaldt IN ('2022-01-20', '2021-03-25');"
BBVSX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBVSX' AND dlycaldt IN ('2022-01-20', '2021-03-25', '2022-03-30');"
BBY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BBY' AND dlycaldt IN ('2021-02-16', '2021-12-29', '2021-06-04', '2021-06-04', '2021-09-16', '2021-01-08');"
BCE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BCE' AND dlycaldt IN ('2021-09-30', '2022-02-17');"
BCEL,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BCEL' AND dlycaldt IN ('2022-06-16');
BCPC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BCPC' AND dlycaldt IN ('2021-12-02', '2019-06-24', '2020-05-21');"
BCRX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BCRX' AND dlycaldt IN ('2022-08-11');
BCS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BCS' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
BDC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BDC' AND dlycaldt IN ('2020-06-15', '2020-06-16');"
BDN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BDN' AND dlycaldt IN ('2020-06-03', '2019-06-24', '2019-06-04');"
BDX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BDX' AND dlycaldt IN ('2020-11-30', '2020-11-27', '2020-11-30', '2020-11-27', '2020-08-25', '2020-08-20', '2020-03-27', '2021-04-09', '2019-04-23', '2019-04-23', '2020-03-09', '2020-03-09', '2019-04-23', '2020-03-09', '2020-02-20', '2021-06-22', '2020-09-22', '2020-09-10', '2020-08-26', '2020-11-19', '2021-05-12', '2020-05-22', '2020-04-09', '2020-04-30', '2020-04-30', '2021-10-28', '2020-05-19');"
BE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BE' AND dlycaldt IN ('2020-08-10', '2020-10-09', '2020-10-30', '2020-11-09', '2021-10-21', '2021-03-05', '2021-03-15', '2021-03-17', '2021-09-14');"
BECN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BECN' AND dlycaldt IN ('2020-07-28');
BEEM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BEEM' AND dlycaldt IN ('2020-11-05', '2020-09-15');"
BEN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BEN' AND dlycaldt IN ('2022-01-26', '2022-01-15', '2021-02-16', '2020-05-13', '2020-01-10', '2020-03-18', '2020-07-16', '2020-10-16', '2020-03-10', '2019-12-10', '2020-06-15', '2020-09-15', '2020-04-29');"
BEP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BEP' AND dlycaldt IN ('2021-02-08', '2021-10-28');"
BERY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BERY' AND dlycaldt IN ('2021-02-12', '2019-04-30', '2019-06-24', '2020-06-05');"
BF.B,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BF.B' AND dlycaldt IN ('2019-02-15', '2019-02-15', '2019-02-15', '2022-01-13');"
BFAM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BFAM' AND dlycaldt IN ('2020-05-19', '2021-08-20', '2020-06-24');"
BG,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='BG' AND dlycaldt IN ('2020-03-19');
